Relations between Italy and Spain have remained strong and affable for centuries owing to various political, cultural, and historical connections between the two nations.	1
India has an embassy in Belgrade.	1
Serbia has an embassy in New Delhi and an honorary consulate in Chennai.	1
"
Both countries are key allies and were founding members of the Non Aligned Movement with Serbia being part of Socialist Federal Republic of Yugoslavia at the time."	1
India was one of the nations that cosponsored the proposal to readmit the Federal Republic of Yugoslavia to the United Nations in 2000.	1
India backs Serbia's position regarding Kosovo and supports Serbia's EU integration process.	1
During her visit to Belgrade in 2013, Indian foreign minister Preneet Kaur stated that she hopes that Serbia will continue to support reforms in international bodies, including the United Nations, and India's bid to become a permanent member of the UN Security Council.	1
"In an interview for local media, H.E. Narinder Chauhan, Indian Ambassador to Serbia stated that ""Despite of Breakup of Yugoslavia our political relations continue to be exceptional, marked by a long tradition of mutual support on issues of core interest... It is a matter of immense satisfaction that Serbia also supports India’s international role."	1
"India sees Serbia as a reliable partner."""	1
Diplomatic relations between the countries were established on August 19, 1991.	1
"
Albania has recognized Israel as a state since April 19, 1949."	1
On April 20, 1974, China established diplomatic relations with Gabon.	1
The Ottoman Empire′s Principality of Serbia and the Russian Empire established official relations in 1838.	1
After the dissolution of the USSR, the Socialist Federal Republic of Yugoslavia recognized Russia in December 1991 by the Decision of the Presidency on the recognition of the former republics of the USSR.	1
Serbia has an embassy in Moscow and Russia has an embassy in Belgrade and a liaison office to UNMIK in Pristina.	1
Serbia also announced to later open a consulate-general in Yekaterinburg.	1
"
Diplomatic relations between the Kingdom of Yugoslavia and the USSR were established on 24 June 1940, and Serbia and the Russian Federation recognize the continuity of all inter-State documents signed between the two countries."	1
There are about 70 bilateral treaties, agreements and protocols signed in the past.	1
Serbia and the Russian Federation have signed and ratified 43 bilateral agreements and treaties in diverse areas of mutual cooperation so far.	1
Due to sharing a strong and privilege relationship, the relationship between Serbia and Russia is often coined as Russo–Serbian brotherhood, which both referred itself brother to brother.	1
"
From 1961 until 1973, Burkina Faso recognized the Republic of China as the sole legitimate representative in China."	1
"
From September 15, 1973 to February 4, 1994, Ouagadougou and its five successive presidents maintained a modest relationship with Beijing (in terms of projects and financing)."	1
Opportunistic, this recognition came two years after the accession of so-called mainland China to the UN Security Council.	0
"In 1971, Burkina Faso (then still ""Upper Volta"") opposed with the United States to the Resolution 2758 of the United Nations General Assembly of October 25, 1971."	1
Maurice Yaméogo (president from 1959 to 1966) had however, maintained relations with Beijing before the formalization of bilateral relations, that is to say during the Taiwanese-Burkinabe cooperation.	1
But Burkina Faso is the only African state to have twice recognized the Republic of China: in 1964 and in 1994.	1
In any case, China does not seem willing to offer it, although Compaore was the first African leader to visit China after Tiananmen.	0
"The envisaged impacts of the currency depreciation and the general economic situation of the country incite the Burkinabè head of State to choose the only partner able to finance quickly and unconditionally - except his recognition - his future ""national commitments"": Taiwan."	0
"
As a result, Taiwan helped finance the political program of the former Burkinabe leader who received between 40 and 50 million dollars from Taiwan to recognize the Republic of China to the detriment of the People's Republic of China."	0
On 24 May 2018, Burkina Faso again cut ties with the Republic of China and two days later, on 26 May, Burkina Faso re-established diplomatic relations with the People's Republic of China.	1
The countries established diplomatic relations in 1905, after the dissolution of the union between them in 1905.	1
"
Sweden has an embassy in Oslo and 14 consulates, in Ålesund, Arendal, Bergen, Bodø, Hamar, Hammerfest, Kirkenes, Mandal, Moss, Narvik, Porsgrunn, Stavanger, Tromsø and Trondheim."	1
Norway has an embassy in Stockholm and three consulates, in Gothenburg, Malmö and Sundsvall.	1
Bangladesh and Egypt enjoy friendly relations.	1
Egypt has a resident ambassador, Mahmoud Ezzat, in Dhaka, Bangladesh.	1
Bangladesh maintains a resident ambassador in Egypt.	1
Lebanon maintains an embassy in New Delhi, whilst India maintains one in Beirut.	1
Finland and Sweden share a long history, similar legal systems, and an economic and social model.	1
Since Finland gained its full independence from Russia in 1917, the two countries have been close partners enjoying a special relationship.	1
Swedish language has an official status in Finland whilst Finns form the largest ethnic minority in Sweden, estimated to be about 675,000.Both Finland and Sweden joined the European Union together in 1995.	1
Relationships are maintained at the highest political level on a regular basis, and interactions between public authorities and civil society are very strong.	1
New elements of the special relationship are the official minority language status that Finnish language received in Sweden as well as the business integration between the two countries.	1
Both countries are also united by the fact that neither Finland or Sweden have decided to join NATO, whereas all the other Nordic Countries as well as the Baltic States are NATO members.	1
"
Finland has an embassy in Stockholm, Consulate General in Gothenburg and 21 Consulates in Borlänge, Borås, Eskilstuna, Gävle, Haparanda, Halmstad, Karlshamn, Karlskoga, Karlstad, Landskrona, Luleå, Malmö, Norrköping, Oskarshamn, Skellefteå, Sundsvall, Trollhättan, Uppsala, Umeå, Visby and Västerås."	1
Sweden has an embassy in Helsinki, Consulate General in Mariehamn, and 17 Consulates in Joensuu, Jyväskylä, Kokkola, Kotka, Kuopio, Lahti, Lappeenranta, Mikkeli, Oulu, Jakobstad, Pori, Raseborg, Rovaniemi, Tampere, Tornio, Turku and Vaasa.	1
On a larger scale both Finland and Sweden also share a special relationship with all the other Nordic countries (Denmark, Iceland and Norway).	1
The bilateral relations between the Islamic Republic of Pakistan and the Kingdom of Saudi Arabia (Arabic: العلاقات السعودية الباكستانية‎, Urdu: پاک سعودی  تعلقات‎) are historically close and extremely friendly, frequently described by analysts as constituting a special relationship.	1
"Despite Pakistan's close relationship with Iran and Saudi Arabia's close relationship with India, Pakistan has been called ""Saudi Arabia's closest Muslim ally."""	1
Relations began in the late 18th and early 19th century, with the diplomatic but force-backed missions of U.S. ship captains James Glynn and Matthew C. Perry to the Tokugawa shogunate.	1
"
The countries maintained relatively cordial relations after that."	1
Potential disputes were resolved.	1
Japan acknowledged American control of Hawaii and the Philippines and the United States reciprocated regarding Korea.	1
Disagreements about Japanese immigration to the U.S. were resolved in 1907.	1
Japanese actions against China in 1931 and especially after 1937 during the Second Sino-Japanese War caused the United States, along with its allies Britain and the Netherlands, to cut off the oil and steel Japan needed for their military conquests.	0
Japan responded with attacks on the Allies, including the surprise attack on Pearl Harbor on December 7, 1941, which heavily damaged the US naval base at Pearl Harbor, opening the Pacific theater of World War II.	0
The United States made a massive investment in naval power and systematically destroyed Japan's offensive capabilities while island hopping across the Pacific.	0
To force a surrender, the Americans systematically bombed Japanese cities, culminating in the atomic bombings of Hiroshima and Nagasaki in August 1945.	0
Japan surrendered, and was subjected to seven years of military occupation by the United States, during which the American occupiers under General Douglas MacArthur eliminated the military factor and rebuilt the economic and political systems so as to transform Japan into a democracy.	0
 The trade relationship has particularly prospered since then, with Japanese automobiles and consumer electronics being especially popular, and Japan became the world's second economic power after the United States. (	1
"
From the late 20th century and onwards, the United States and Japan have firm and very active political, economic and military relationships."	1
The United States considers Japan to be one of its closest allies and partners.	1
 Japan is one of the most pro-American nations in the world, with 85% of Japanese people viewing the U.S. and 87% viewing Americans favorably in 2011, 73% viewing Americans favorably and 69% viewing the U.S. favorably in 2013, and 75% viewing Americans favorably and 57% viewing the U.S. favorably in 2017.	1
Most Americans generally perceive Japan positively, with 81% viewing Japan favorably in 2013, the most favorable perception of Japan in the world, after Indonesia.	1
In recent years, Japanese Prime Minister Shinzō Abe has enjoyed good relations with U.S. Presidents Barack Obama and Donald Trump, with several friendly meetings in the United States and Japan, and other international conferences.	1
In May 2019, President Trump became the first foreign leader to meet the new Emperor Naruhito.	1
The Embassy of India in Kinshasa, Democratic Republic of the Congo is concurrently accredited to CAR.	1
India also maintains an Honorary Consulate General in Bangui.	1
CAR has no diplomatic mission in India.	0
Being a member of the African Union, Angola supports India's candidature for a permanent seat in a reformed Security Council.	1
India has an embassy in Luanda, Angola.	1
Angola has an embassy in New Delhi, India.	1
"
According to the 2012 U.S. Global Leadership Report, 27% of Slovaks approve of U.S. leadership, with 32% disapproving and 41% uncertain."	0
The Uganda–Tanzania War, known in Tanzania as the Kagera War (Kiswahili: Vita vya Kagera) and in Uganda as the 1979 Liberation War, was fought between Uganda and Tanzania from October 1978 until June 1979, and led to the overthrow of Ugandan President Idi Amin.	0
The war was preceded by a deterioration of relations between Uganda and Tanzania following Amin's overthrow of President Milton Obote and subsequent seizure of power in 1971.	0
The President of Tanzania, Julius Nyerere, had close ties with Obote and supported an attempt by him to launch a rebellion in Uganda in 1972, leading to a border clash and eventually the signing of an agreement with Amin which stipulated that both leaders would withdraw their forces from the Uganda–Tanzania border.	0
Nevertheless, relations between the two presidents remained tense, and Amin began claiming that the Kagera Salient—a stretch of Tanzanian land between the official border and the Kagera River, should be placed under Uganda's jurisdiction.	0
Over the following years Amin's regime was destabilised by violent purges, economic problems, and dissatisfaction in the Uganda Army.	0
In October 1978 Ugandan forces began making incursions into Tanzania.	0
Later that month the Uganda Army launched an invasion, looting property and killing civilians.	0
Ugandan official media declared the annexation of the Kagera Salient.	0
On 2 November Nyerere declared war on Uganda and mobilised the Tanzania People's Defence Force (TPDF) to retake the salient.	0
The Organisation of African Unity (OAU) failed to mediate a diplomatic resolution, and the TPDF launched a counteroffensive, re-securing Kagera by January 1979 and occupying the Ugandan border town of Mutukula.	0
Nyerere also mobilised Ugandan rebels loyal to Obote and Yoweri Museveni to weaken Amin's regime.	0
After Amin failed to renounce his claims to Kagera and the OAU failed to condemn the Ugandan invasion, he decided that Tanzanian forces should occupy the towns of Masaka and Mbarara in southern Uganda in the hopes that this would trigger a popular uprising against Amin and lead to his overthrow.	0
The TPDF's 20th Division launched its offensive in February and occupied the towns, but no uprising occurred.	0
"
While the TPDF's 20th Division prepared to clear the way to Kampala, the Ugandan capital, Muammar Gaddafi, the leader of Libya and an ally of Amin, dispatched several thousand troops to Uganda to assist the Uganda Army."	0
The Palestinian Liberation Organisation also sent a number of guerrillas to aid Amin.	0
In March the largest battle of the war occurred when the Tanzanians and Ugandan rebels defeated a combined Ugandan-Libyan-Palestinian force at Lukaya.	0
The loss of Lukaya led the Uganda Army to begin to completely collapse.	0
Though Nyerere believed that after the Libyan intervention at Lukaya it was no longer possible to count on the Ugandan rebels being able to capture Kampala by themselves, he felt that it was highly important they should be given time to organise their own government to succeed Amin.	0
He sponsored a conference of Ugandan rebels and exiles in Moshi later that month, which led to unifying of the rebel groups as the Uganda National Liberation Front (UNLF).	0
Immediately following the conference Gaddafi formally threatened to militarily intervene in the conflict on Amin's behalf, but Nyerere decided to continue with the war.	0
In early April the TPDF seized the airport in Entebbe, inflicting heavy casualties on Libyan troops and destroying the Uganda Army Air Force.	0
Libya ended its intervention and its troops fled the country.	0
On 10 April a combined TPDF-UNLF force attacked Kampala, and secured it the following day.	0
Amin fled into exile while a UNLF government was established.	0
In the following months the TPDF occupied Uganda, facing only scattered resistance from the remnants of the Uganda Army, whose personnel looted and killed civilians while fleeing the country, retreating particularly to Zaire and Sudan.	0
The TPDF secured the Uganda–Sudan border in June, bringing the war to an end.	0
"
The overthrow of a sovereign head of state by a foreign military had never occurred in post-colonial Africa, and Nyerere's decision to invade Uganda provoked a row in the OAU."	0
The war severely harmed Tanzania's fragile economy and inflicted long-lasting damage to Kagera.	0
The Uganda–Tanzania border dispute remained at low intensity until its resolution in 2001.	0
The war also had severe economic consequences in Uganda, and brought about a wave of crime and political violence as the UNLF government struggled to maintain order.	0
Political disagreements and the persistence of the remnants of the Uganda Army in the border regions ultimately led to the outbreak of the Ugandan Bush War in 1980.	0
French–Vietnamese relations started as early as the 17th century with the mission of the Jesuit father Alexandre de Rhodes.	1
Various traders would visit Vietnam during the 18th century, until the major involvement of French forces under Pigneau de Béhaine from 1787 to 1789 helped establish the Nguyễn Dynasty.	1
France was heavily involved in Vietnam in the 19th century under the pretext of protecting the work of Catholic missionaries in the country.	1
 South Africa's first formal relationship with an independent African country was established with Malawi, beginning in 1967.	1
Spain has an embassy in Ankara and a consulate general in Istanbul.	1
Turkey has an embassy in Madrid and a consulate general in Barcelona.	1
 Australia first recognised Estonia on 22 September 1921.	1
 Australia was among the first countries to re-recognise Estonia's independence on 27 August 1991.	1
 Both countries re-established diplomatic relations on 21 November 1991.Australia is represented in Estonia through a part-time embassy (since 2018) and Honorary Consulate in Tallinn (since 1995).	1
Estonia has had an embassy in Canberra since 18 February 2015, which is also responsible for relations with New Zealand, Indonesia and ASEAN, and also has Honorary Consulates in every state capital.	1
Uganda and South Sudan are neighboring states with strong cultural economic and political ties.	1
The South Sudan and the neighbouring state of Uganda enjoy relatively strong cultural, political, and economic ties.	1
As South Sudan neared independence, both states begun to take advantage of increased opportunities for trade, development and educational exchanges.	1
Contacts had an early start with Japanese trade on Red seal ships and the installation of Japanese communities on Siamese soil, only to be broken off with Japan's period of seclusion.	1
Contacts resumed in the 19th century and developed to the point where Japan is today one of Thailand's foremost economic partners.	1
"
Senegal is one of the most pro-American nations in the world, with 69% of its people viewing the U.S. favorably, increasing to 81% in 2013, going down somewhat to 74% in 2014."	1
According to the 2012 U.S. Global Leadership Report, 79% of the Senegalese approve of U.S. leadership, with 20% disapproving.	1
"
Both countries established diplomatic relations in 1905, after Norway’s independence."	1
Germany has an embassy in Oslo, and Norway has an embassy in Berlin and two consulates, in Düsseldorf and Hamburg.	1
To promote the German-Norwegian relations in 1982, the German-Norwegian society and 1988, the German-Norwegian Friendship Society were founded.	1
Australia–Philippines relations cover a broad range of areas of cooperation including  political, economic, development, defence, security and cultural relations between Australia and the Philippines.	1
Australia has an embassy in Manila.	1
The Philippines has an embassy in Canberra and a consulate general in Sydney, Brisbane, Adelaide, and Darwin.	1
Guyana – Venezuela relations include diplomatic, economic and other interactions between the neighboring countries of the Co-operative Republic of Guyana and the Bolivarian Republic of Venezuela.	1
Mutual relations were initially established after the European Economic Community recognised Belarusian independence in 1991.	1
"
After Alexander Lukashenko became Belarusian leader in 1994, the relationship between Minsk and the EU deteriorated and has remained cold and distanced, as the EU has condemned the government of Belarus several times for authoritarian and anti-democratic practices, and even imposed sanctions on the country."	0
The EU declared that the imprisonment of opposition figures and protesters contravened human rights laws, and imposed new targeted sanctions on major Belarusian officials and businesspeople.	0
Belarus is participating in the EU's Eastern Partnership.	1
In October 2015, EU announced it would suspend most of its sanctions against Belarus.	1
Prior to 2006, the government of Montenegro took part in the relations between Serbia and Montenegro and the United States.	1
"
According to the 2012 U.S. Global Leadership Report, 26% of Montenegrins approve of U.S. leadership, with 48% disapproving and 26% uncertain."	0
Libya functions an embassy in Ankara and Turkey has its counterpart in Tripoli.	1
Official diplomatic relations were established in 1976.	1
France has an embassy in Port Moresby but Papua New Guinea has no diplomatic representation in France.	1
Papua New Guinea's embassy in Brussels covers France.	1
Since then the two countries have faced each other in four major wars—the Greco-Turkish War (1897), the First Balkan War of 1912 to 1913, the First World War (1914 to 1918) and finally the Greco-Turkish War (1919–22), which were followed by the Greco-Turkish population exchange and a period of friendly relations in the 1930s and 1940s.	0
Relations deteriorated again in the 1950s due to the Cyprus issue, the 1955 Istanbul pogrom and the expulsion of the Istanbul Greeks in the 1960s, the Turkish invasion of Cyprus in 1974, and subsequent military confrontations over the Aegean dispute.	0
"A period of relative normalization began after 1999 with the so-called ""earthquake diplomacy"", which notably led to a change in the previously firmly negative stance of the Greek government on the issue of the accession of Turkey to the European Union."	1
Afghanistan–China relations or Sino–Afghan relations have been mostly friendly throughout history, with trade relations between these regions date back to at least the Han dynasty with the profitable Silk Road.	1
Since the establishment of the modern nation of Afghanistan (1709), relations have been mostly warm and friendly, including during most of the 20th century, with the two countries fighting together against Japan in WW2, and with China extending economic aid and multi-million dollar loans to develop Afghanistan during the early Cold war period.	1
This friendship was briefly interrupted after the Sino-Soviet split and the Soviet invasion of Afghanistan (1979), with Russia installing pro-Soviet and anti-Chinese regimes in Afghanistan.	0
However, since the withdrawal of Soviet troops and détente of Russian-Chinese relations, Sino-Afghan relations have also improved significantly in the 21st century.	1
Since the United States invasion initiating the War in Afghanistan (2001–present), Chinese political involvement initially has been somewhat limited, but trade relations have still been continuing with China as Afghanistan's largest trading partner and China giving Afghanistan millions of dollars in aid throughout the war.	1
China's influence and shuttle diplomatic role in Afghanistan has also been growing over the years, and China could help broker peace in the war-torn country.	1
Palestine has an embassy in Damascus, but Syria has no official representative office in Palestine.	1
Since the Barbadian date of independence, these nations continue to share ties through the Commonwealth of Nations, and as two of sixteen separate nations across the globe closely co-existing through sharing of the same Head of State, Queen Elizabeth II as their Monarch.	1
"In 2016 the British Prime Minister congratulated Barbados for its 50th anniversary of independence, and expressed desire for continued close ""enduring partnership"" between nations."	1
The British High Commission in Bridgetown was established in 1966.	1
 A concurrent Barbadian High Commission is located in London, England.	1
These relations have been marked by an extensive and complicated history.	0
From the 10th century onward, the Piast Kingdom of Poland established under Duke Mieszko I had close and chequered relations with the Holy Roman Empire.	1
 However, these relations were overshadowed by the centuries-long Polish–Teutonic Wars, as a result of which the Teutonic Duchy of Prussia became a fief of the Kingdom of Poland.	0
After World War I, the Treaty of Versailles deprived Germany of its territories in West Prussia, East Upper Silesia and Danzig (Gdansk) and transferred them all to Poland.	0
It was seen as a great injustice in the Weimar Republic, in part leading to the Nazi takeover of power in 1933.	0
On 1 September 1939, Poland was invaded by Germany, thus initiating World War II.	0
The Third Reich established concentration camps in German-occupied Poland, the biggest located in Auschwitz.	0
Poland suffered circa 6 million casualties and huge material damages during the war as Germany sought to carry out genocide on its Polish, Jewish and Roma populations.	0
After World War II, Germany lost its former eastern territories to Poland and the Soviet Union.	0
In 1945-1950, a series of expulsions and fleeings happened, in which up to 16 million ethnic Germans were forced to leave their homes in Poland and resettle in post-war Germany.	0
It was the largest forced movement of any population in history.	0
"
The Cold War saw good relations between the communist states of People's Republic of Poland and the German Democratic Republic."	1
Polish-West German relations, on the other hand, remained bad, although they improved after Chancellor Willy Brandt launched the Ostpolitik.	0
Both states are now European Union allies and partners, having an open border and being members of the European Single Market.	1
The once bad relationship between Poland and Germany has now become a strategic partnership.	1
Polish–Ukrainian relations as international relations were revived soon after Ukraine gained independence from the Soviet Union in the early 1990s.	1
Poland's acceptance of the Schengen Agreement created problems with the Ukrainian border traffic.	0
On July 1, 2009, an agreement on local border traffic between the two countries came into effect, which enables Ukrainian citizens living in border regions to cross the Polish frontier according to a liberalized procedure.	1
Ukraine is the country with the largest number of Polish consulates.	1
Iran and Libya have diplomatic relations, with embassies in each other's countries.	1
Ties between the two nations date back thousands of years, with the origins of the Persian Empire beginning in the modern day state of Iran and the modern day Libyan state once being an essential part of the Roman Empire.	1
"
According to the 2012 U.S. Global Leadership Report, 82% of Burkina Faso people approve of U.S. leadership, with 17% disapproving and 1% uncertain, the third-highest rating of the U.S. for any surveyed country in Africa."	1
Suriname has an embassy in Georgetown.	1
Guyana has an embassy in Paramaribo.	1
"
There is an ongoing territorial dispute between Guyana and Suriname regarding the Tigri Area."	0
"
Both countries established diplomatic relations on November 25, 1975.Both countries are full members of: Caribbean Community (CARICOM), Community of Latin American and Caribbean States, Group of 77, Group of African, Caribbean and Pacific countries, Non-Aligned Movement, Organisation of Islamic Cooperation, Organization of American States, Union of South American Nations, and of the United Nations."	1
Although gaining their independence during the South American wars of liberation, during much of the 19th and the 20th century relations between the countries were chilled as a result of disputes over the border in Patagonia, although Chile and Argentina have never engaged in a war.	0
In recent years relations have improved dramatically.	1
The Democratic Republic of the Congo has an embassy in Moscow and an honorary consulate in Yekaterinburg.	1
Russia has an embassy in Kinshasa.	1
The relations between the two countries were established on July 7, 1960 and restored since November 30, 1967.	1
"
The DRC and Russia have positive relations."	1
Sergei Lavrov met with the Foreign Minister of the DRC in April 2009, stating that Russia will increase cooperation with DR Congo.	1
In 2010, thirty officers of the Armed Forces of the Democratic Republic of the Congo (FARDC) were awarded scholarships to study in Russian military academies.	1
This is part of a bigger effort to improve the FARDC by Russia.	1
In December 2014, a Russian language school opened in Kinshasa for the Congolese Diplomatic Academy.	1
Throughout 2013 and 2014, small groups of Congolese National Police attended two-month training stints in Russia.	1
Georgia and North Atlantic Treaty Organization (NATO) relations officially began in 1994 when Georgia joined the NATO-run Partnership for Peace.	1
Georgia has moved quickly following the Rose Revolution in 2003 to seek closer ties and eventual membership with NATO.	1
A nonbinding referendum in 2008 resulted in 77% of voters supporting NATO accession.	1
The two countries share friendly ties.	1
Kuwait houses a large expatriate Indian population and is the source for 10-12% of India's oil imports while India is among the largest trade partners of Kuwait.	1
 The free city-state of Hamburg was the first German state to establish diplomatic relations with Argentina in 1829.	1
 The first ambassador of Germany to Argentina was sent on 7 May 1871.	1
"
German immigration in Argentina is the largest in Hispanic America."	1
"
They had great influence in the Argentine education system and many German schools were a place in the country."	1
In fact, the Argentine army planned to recruit many German scientists and technicians for industry.	1
Many German entrepreneurs and professionals believe that Argentina was industrialized and could be narrowed through greater ties of German technology.	1
"The creation of newspapers in German as Argentinisches Tageblatt, which means ""Argentine newspaper"" outstanding and continues to this day."	1
"

The German Ambassador to Argentina is Bernhard von Waldersee and the Argentine Ambassador to Germany is Luis María Kreckler."	1
Albania has an embassy in Belgrade.	1
Serbia has an embassy in Tirana.	1
Angola–Portugal relations have significantly improved since the Angolan government abandoned communism and nominally embraced democracy in 1991, embracing a pro-U.S. and to a lesser degree pro-Europe foreign policy.	1
Portugal ruled Angola for 400 years, colonizing the territory from 1483 until independence in 1975.	0
Angola's war for independence did not end in a military victory for either side, but was suspended as a result of a coup in Portugal, that replaced the Caetano regime with a  National Salvation Junta.	0
